Key,Title,Upload_Date,Views,Likes,Dislikes,Comments
hHUbLv4ThOo,Pitbull - Timber ft. Ke$ha (Official Video),2013-11-25T18:19:53Z,1219902946,4215559,236526,139989
,,,,,,
c73Cu3TQnlg,"Chris Jeday - Ahora Dice (Official Video) ft. J. Balvin, Ozuna, Arcángel",2017-03-20T04:00:01Z,1216433986,3938744,287389,149201
,,,,,,
OpQFFLBMEPI,P!nk - Just Give Me A Reason ft. Nate Ruess,2013-02-05T22:00:58Z,1198777344,4780233,182804,145562
,,,,,,
xTlNMmZKwpA,"Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",2018-05-29T14:05:10Z,1200314844,7839080,500368,295303
,,,,,,
PJniSb91tvo,Maluma - El Perdedor (Official Video),2016-04-22T07:00:01Z,1194617653,2767584,195010,110743
,,,,,,
J_ub7Etch2U,Sam Smith - Too Good At Goodbyes (Official Video),2017-09-18T10:00:01Z,1194578171,5418479,233782,124900
,,,,,,
KTOwPz-zMWY,Yes Yes Playground Song | CoComelon Nursery Rhymes & Kids Songs,2018-10-23T07:00:02Z,1204445180,2521198,1638049,12177
,,,,,,
lS_ubz6Sa9c,Маша и Медведь (Masha and The Bear) - Большая стирка (18 Серия),2012-01-31T12:29:54Z,1189754076,1551403,854139,771
,,,,,,
wxMrtK-kYnE,"Sesame Street: Healthy Teeth, Healthy Me: Brushy Brush PSA",2012-03-01T07:47:22Z,1205151457,2910621,1757706,13353
,,,,,,
DruYNHN4FYY,Yes Yes Vegetables Song + More Nursery Rhymes & Kids Songs - CoComelon,2018-09-07T07:00:03Z,1199109570,4560299,2938092,13519
,,,,,,
fJ9rUzIMcZQ,Queen – Bohemian Rhapsody (Official Video Remastered),2008-08-01T11:06:40Z,1185695503,7811514,258008,530202
,,,,,,
lBztnahrOFw,Ricky Martin - La Mordidita ft. Yotuel (Official Video),2015-06-12T22:00:01Z,1179605859,2023545,216186,62418
,,,,,,
ktvTqknDobU,Imagine Dragons - Radioactive,2012-12-10T16:40:07Z,1178875147,7300870,221042,313634
,,,,,,
xpVfcZ0ZcFM,Drake - God's Plan,2018-02-17T05:00:01Z,1175644059,12002201,444028,573286
,,,,,,
3tmd-ClpJxA,Taylor Swift - Look What You Made Me Do,2017-08-28T00:30:22Z,1174522028,9765984,1301397,737701
,,,,,,
CvKgP6Ei-U8,Surprise Eggs Nursery Rhymes | Old MacDonald Had A Farm | Learn Colours & Farm Animals | ChuChu TV,2015-09-22T06:41:31Z,1171584599,1905156,1350964,815
,,,,,,
q0hyYWKXF0Q,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),2019-06-24T22:01:36Z,1185693407,10372432,548816,271845
,,,,,,
QJO3ROT-A4E,One Direction - What Makes You Beautiful (Official Video),2011-08-19T15:00:00Z,1170943856,7623246,452005,1084153
,,,,,,
z1gFMujtH-o,Pollito Amarillito ORIGINAL - Gallina Pintadita 1 - Oficial - Canciones infantiles,2011-08-10T18:02:37Z,1168464732,1816002,1078085,27296
,,,,,,
Bznxx12Ptl0,AronChupa - I'm an Albatraoz | OFFICIAL VIDEO,2014-10-13T07:00:04Z,1158171778,8073841,304273,247633
,,,,,,
bdOXnTbyk0g,Prince Royce - Darte un Beso,2013-08-20T16:00:19Z,1153104981,3163353,190379,129860
,,,,,,
nfs8NYg7yQM,Charlie Puth - Attention [Official Video],2017-04-24T17:00:05Z,1145351988,7618938,209580,207394
,,,,,,
nntGTK2Fhb0,"Skrillex and Diplo - ""Where Are Ü Now"" with Justin Bieber (Official Video)",2015-06-29T12:54:22Z,1142257475,5214161,334163,297322
,,,,,,
iQEVguV71sI,"Thalía, Natti Natasha - No Me Acuerdo (Video Oficial)",2018-06-01T07:00:07Z,1139447661,3488171,417134,220954
,,,,,,
YpkJO_GrCo0,"Laung Laachi Title Song  Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Movie 2018",2018-02-21T08:29:56Z,1140638468,4044641,613461,234944
,,,,,,
0yW7w8F2TVA,James Arthur - Say You Won't Let Go,2016-09-09T07:00:00Z,1136285313,5587609,155581,145512
,,,,,,
ycV6cnK3SIs,BEBE - 6ix9ine Ft. Anuel AA (Prod. By Ronny J) (Official Music Video),2018-08-31T18:57:10Z,1131507194,6473947,780122,437523
,,,,,,
7zp1TbLFPp8,Don Omar - Danza Kuduro ft. Lucenzo,2010-08-11T20:39:10Z,1126402713,3302572,180148,193234
,,,,,,
L3wKzyIN1yk,Rag'n'Bone Man - Human (Official Video),2016-07-21T11:00:00Z,1125228645,7280839,228295,176790
,,,,,,
ApXoWvfEYVU,"Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)",2018-10-18T16:00:03Z,1127920486,7558507,271835,228205
,,,,,,
7-7knsP2n5w,Shakira - La La La (Brazil 2014) ft. Carlinhos Brown,2014-05-22T11:00:06Z,1118726452,4952715,316849,251328
,,,,,,
s_GAqfmQK-g,Chal Chal Gurram | Telugu Rhymes for Children | Infobells,2016-11-18T10:33:37Z,1130289640,2830935,1961672,15426
,,,,,,
w2C6RhQBYlg,"Jhay Cortez, J. Balvin, Bad Bunny - No Me Conoce (Remix)",2019-05-17T04:00:03Z,1121120327,3651124,229797,73285
,,,,,,
CTFtOOh47oo,French Montana - Unforgettable ft. Swae Lee,2017-04-14T04:01:00Z,1112671108,5174193,281733,134971
,,,,,,
1w7OgIMMRc4,Guns N' Roses - Sweet Child O' Mine (Official Music Video),2009-12-25T06:54:53Z,1109651685,4655143,198103,180528
,,,,,,
AETFvQonfV8,"हनुमान चालीसा Hanuman Chalisa I GULSHAN KUMAR I HARIHARAN, Full HD Video I Shree Hanuman Chalisa",2011-05-10T01:35:09Z,1120606089,3933379,607976,343705
,,,,,,
KWZGAExj-es,Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),2015-01-07T17:00:02Z,1102774353,4200486,309552,279470
,,,,,,
hTWKbfoikeg,Nirvana - Smells Like Teen Spirit (Official Music Video),2009-06-16T22:14:25Z,1100032701,6759160,198125,381752
,,,,,,
KEI4qSrkPAs,The Weeknd - Can't Feel My Face (Official Video),2015-07-29T16:00:02Z,1095115784,4965233,199714,175076
,,,,,,
HL1UzIK-flA,Rihanna - Work (Explicit) ft. Drake,2016-02-22T17:00:00Z,1090654235,6376406,581849,381058
,,,,,,
djV11Xbc914,a-ha - Take On Me (Official 4K Music Video),2010-01-06T17:58:29Z,1095114993,5269528,175366,237219
,,,,,,
My2FRPA3Gf8,Miley Cyrus - Wrecking Ball (Official Video),2013-09-09T16:00:38Z,1086075285,5768188,1581843,1084274
,,,,,,
y6Sxv-sUYtM,Pharrell Williams - Happy (Official Music Video),2013-11-22T05:00:00Z,1083117281,4675088,247198,161028
,,,,,,
XbGs_qK2PQA,Eminem - Rap God (Explicit) [Official Video],2013-11-27T16:50:00Z,1083399357,13464987,426331,1027108
,,,,,,
1-xGerv5FOk,Alan Walker - Alone,2016-12-02T07:59:01Z,1082070489,8480647,191466,384287
,,,,,,
QtXby3twMmI,Coldplay - Adventure Of A Lifetime (Official Video),2015-11-29T08:00:45Z,1076800229,3921664,236329,127665
,,,,,,
Pkh8UtuejGw,"Shawn Mendes, Camila Cabello - Señorita",2019-06-21T03:57:42Z,1080930499,15995659,477670,573834
,,,,,,
4LfJnj66HVQ,"Lil Pump - ""Gucci Gang"" (Official Music Video)",2017-10-23T16:05:47Z,1070777322,10783809,1632600,758122
,,,,,,
3yd_eoMOvqk,MC Kevinho - Olha a Explosão (KondZilla) | Official Music Video,2016-12-26T21:00:00Z,1069233422,7046129,523920,258756
,,,,,,
VuNIsY6JdUw,Taylor Swift - You Belong With Me,2009-06-16T22:02:30Z,1071693238,5590840,198820,338505
,,,,,,
OSUxrSe5GbI,Bad Bunny feat. Drake - Mia ( Video Oficial ),2018-10-11T16:02:47Z,1062109763,5795934,326571,190238
,,,,,,
yUV9JwiQLog,J Balvin - 6 AM ft. Farruko (Official Video),2014-04-04T19:30:01Z,1058247560,2126852,133117,57215
,,,,,,
L8eRzOYhLuw,Ariana Grande - Break Free ft. Zedd,2014-08-13T00:55:01Z,1057201351,4924352,328019,306103
,,,,,,
o3mP3mJDL2k,Shakira - Can't Remember to Forget You ft. Rihanna,2014-01-31T01:35:01Z,1053368240,4414557,317486,233484
,,,,,,
yrynT4T55Xc,Hindi : Nani Teri Morni Ko Mor Le Gaye (नानी तेरी मोरनी),2016-03-11T09:29:12Z,1059270367,3297401,1956048,33335
,,,,,,
pB-5XG-DbAA,Sam Smith - Stay With Me (Official Video),2014-03-28T00:00:01Z,1048661076,4478454,153395,119462
,,,,,,
eNLjdPI9zdE,La Vaca Lola - Canciones de La Granja de Zenón 2,2014-04-12T14:30:01Z,1051898932,2423285,1369995,24037
,,,,,,
gFZfwWZV074,"Anuel AA, KAROL G - Secreto",2019-01-15T05:00:01Z,1047533753,5470225,385009,229784
,,,,,,
MBdVXkSdhwU,BTS (방탄소년단) 'DNA' Official MV,2017-09-18T09:00:02Z,1048133233,15196403,788865,6217700
,,,,,,
bnVUHWCynig,Beyoncé - Halo,2009-10-03T20:59:40Z,1043205215,4791134,164389,163120
,,,,,,
3O1_3zBUKM8,Naughty Boy - La la la ft. Sam Smith (Official Video),2013-04-18T23:01:31Z,1034165460,5187837,332713,297003
,,,,,,
6Ejga4kJUts,The Cranberries - Zombie (Official Music Video),2009-06-16T22:48:29Z,1030722996,5037482,204709,268953
,,,,,,
0aZ7lPQ5EXs,El Gallo y la Pata - Canciones de la Granja de Zenón 2,2014-03-15T14:30:00Z,1037498679,2036604,1225063,6446
,,,,,,
jGflUbPQfW8,OMI - Cheerleader (Felix Jaehn Remix) [Official Video],2015-04-08T07:00:02Z,1023301395,5367201,218448,170462
,,,,,,
SmM0653YvXU,Pitbull - Rain Over Me ft. Marc Anthony,2011-07-22T07:00:00Z,1022625441,3100537,142362,159549
,,,,,,
bpOSxM0rNPM,Arctic Monkeys - Do I Wanna Know? (Official Video),2013-06-19T04:00:33Z,1021947526,5326013,167442,119566
,,,,,,
MuBgIfBR1kA,Dona Aranha - DVD Galinha Pintadinha 3 - OFICIAL,2012-07-18T10:47:31Z,1026515822,2437377,1473081,10984
,,,,,,
eVTXPUF4Oz4,In The End (Official Video) - Linkin Park,2009-10-26T18:31:10Z,1018170312,6289590,160963,311282
,,,,,,
Y2T_rIZ4Pho,Deck the Halls - Christmas Song for Kids | CoComelon Nursery Rhymes & Kids Songs,2018-12-11T08:00:04Z,1021181118,2034108,1243694,5108
,,,,,,
Pw-0pbY9JeU,twenty one pilots - Ride (Official Video),2015-05-13T22:00:26Z,1014109442,7158581,174527,271328
,,,,,,
OxxggwHFj7M,Travesuras - Nicky Jam | Video Oficial,2014-07-03T18:30:14Z,1011880404,2124705,169512,60118
,,,,,,
6BTjG-dhf5s,Daddy Yankee - Limbo (Video Oficial),2012-10-27T14:36:43Z,1012299650,3173525,181117,130983
,,,,,,
LHCob76kigA,Lukas Graham - 7 Years [OFFICIAL MUSIC VIDEO],2015-12-15T15:01:55Z,1010521789,6645852,211951,262013
,,,,,,
6R5i6wQCOCQ,Zion & Lennox ft. J Balvin - Otra Vez (Video Oficial),2016-08-05T15:00:01Z,1006796233,2261901,143310,69855
,,,,,,
LjxulQ1bEWg,Tyga - Taste (Official Video) ft. Offset,2018-05-16T04:00:02Z,1007781259,5129194,299725,115526
,,,,,,
ZzAm13KsBCc,Bath Song + More Nursery Rhymes & Kids Songs - CoComelon,2018-06-04T07:00:04Z,1007947558,3069187,1887891,18893
,,,,,,
5dbEhBKGOtY,"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)",2013-04-22T23:00:16Z,1000092401,2942905,165080,112006
,,,,,,
tLcfAnN2QgY,Enrique Iglesias - El Perdedor (Pop) ft. Marco Antonio Solís,2014-01-20T08:00:01Z,998691370,2729697,169421,80128
,,,,,,
wvY8Ce0K9x0,"Crushing Crunchy & Soft Things by Car! - Floral Foam, Squishy, Tide Pods and More!",2018-11-11T19:57:06Z,995822194,2237171,1127036,69070
,,,,,,
9xByMBYDRmY,Maluma - Sin Contrato (Official Video),2016-08-26T07:00:00Z,996106245,1943821,161456,68939
,,,,,,
w_IINnpSjY8,Beach Song + More Nursery Rhymes & Kids Songs - CoComelon,2019-08-02T07:00:11Z,1017898849,3653955,2263383,8513
,,,,,,
QRa9On5_grA,Mariposita ORIGINAL - Gallina Pintadita 2 - Oficial - Canciones infantiles para niños y bebés,2011-08-18T17:45:04Z,1000308737,2017863,1123492,11731
,,,,,,
JXRN_LkCa_o,"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga",2014-03-24T14:00:02Z,993384825,3802623,214801,129121
,,,,,,
a59gmGkq_pw,Major Lazer - Cold Water (feat. Justin Bieber & MØ) (Official Lyric Video),2016-07-22T03:57:03Z,989094097,4285249,168661,216704
,,,,,,
_UR-l3QI2nE,ABC SONG | ABC Songs for Children - 13 Alphabet Songs & 26 Videos,2014-05-01T11:12:58Z,991696975,1291526,716207,13950
,,,,,,
nSDgHBxUbVQ,Ed Sheeran - Photograph (Official Music Video),2015-05-10T00:40:11Z,989769728,5044638,141008,149161
,,,,,,
wV3N-wCRL2k,Wheels on the Bus + More Nursery Rhymes & Kids Songs - CoComelon,2018-06-28T07:00:03Z,999573236,2968133,1924720,9056
,,,,,,
O-zpOMYRi0w,Iggy Azalea - Fancy ft. Charli XCX (Official Music Video),2014-03-04T16:00:02Z,986040403,4434773,328142,236062
,,,,,,
C_3d6GntKbk,ZAYN - PILLOWTALK (Official Music Video),2016-01-29T05:01:00Z,985282003,6513111,496532,392686
,,,,,,
CUYrEiymUMY,Arcangel x Bad Bunny X Dj Luian X Mambo Kingz - Tu No Vive Asi [Video oficial],2016-10-02T00:41:29Z,985749039,3968537,346168,193050
,,,,,,
kTHNpusq654,Katy Perry - Hot N Cold (Official),2008-10-14T02:07:26Z,980139842,3735059,197871,162101
,,,,,,
k76BgIb89-s,Los Ángeles Azules - Nunca Es Suficiente ft. Natalia Lafourcade (Live),2018-04-20T00:00:02Z,984682098,2561884,282963,108254
,,,,,,
Sjwl23rk6Tg,"""No No"" Bedtime Song | CoComelon Nursery Rhymes & Kids Songs",2017-07-12T07:00:02Z,991626486,2488140,1595447,19857
,,,,,,
xFutjZEBTXs,Enrique Iglesias - DUELE EL CORAZON ft. Wisin,2016-05-13T11:00:02Z,975474707,3330889,197321,102634
,,,,,,
Uws510cVia4,HA-ASH - Lo Aprendí de Ti (Primera Fila - Hecho Realidad [En Vivo]),2015-03-06T08:00:00Z,977034241,2443938,175094,53036
,,,,,,
HMUDVMiITOU,"DJ Snake, Lil Jon - Turn Down for What",2014-03-14T01:16:45Z,974542956,7719929,521063,364116
,,,,,,
XqkDeM8Rbkg,CHOTU KE GOLGAPPE | छोटू के गोलगप्पे | Khandesh Hindi Comedy | Chotu Comedy Video,2019-01-27T05:09:20Z,981739384,2878117,1165585,44468
,,,,,,
CSvFpBOe8eY,System Of A Down - Chop Suey! (Official Video),2009-10-03T04:45:02Z,971465778,4981259,229474,287683
,,,,,,
S-sJp1FfG7Q,Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],2016-10-31T16:04:33Z,971189790,5663616,411011,222397
,,,,,,
aatr_2MstrI,Clean Bandit - Symphony (feat. Zara Larsson) [Official Video],2017-03-17T10:02:57Z,968108990,5382159,210623,162606
,,,,,,
3JWTaaS7LdU,Whitney Houston - I Will Always Love You (Official Video),2010-09-28T00:18:42Z,964740127,5156774,195925,220925
,,,,,,
bx-fuY7LpSU,Vaina Loca - Ozuna x Manuel Turizo (Video Oficial),2018-06-28T15:01:43Z,962065902,3126953,212990,84563
,,,,,,
N2-HsIYd0Go,Mile Ho Tum - Reprise Version | Neha Kakkar | Tony Kakkar | Fever,2016-07-27T12:25:03Z,962246632,5014508,532393,321990
,,,,,,
dPI-mRFEIH0,Katy Perry - Bon Appétit (Official) ft. Migos,2017-05-12T19:00:06Z,962055388,5506053,973019,337392
,,,,,,
SR6iYWJxHqs,Bruno Mars - Grenade [Official Video],2010-11-22T16:55:48Z,953016339,3911712,116962,273100
,,,,,,
_Z5-P9v3F8w,Justin Bieber - Never Say Never (Official Music Video) ft. Jaden Smith,2010-05-27T22:11:04Z,952711171,5362342,681965,447335
,,,,,,
BokdSWC2R68,Los Ángeles Azules - Mis Sentimientos ft. Ximena Sariñana (Live),2014-08-01T07:00:05Z,950534436,1441074,196591,54375
,,,,,,
tFoUuFq3vHw,Five Little Ducks | Learn with Little Baby Bum | Nursery Rhymes for Babies | ABCs and 123s,2014-10-24T13:56:22Z,951036893,1060698,661780,4443
,,,,,,
ETLoTxVVvjM,Christian Nodal - Adiós Amor (Video Oficial),2017-01-13T08:00:02Z,950099339,2779640,257141,96425
,,,,,,
jofNR_WkoCE,Ylvis - The Fox (What Does The Fox Say?) [Official music video HD],2013-09-03T13:24:54Z,948291441,7094134,743489,944498
,,,,,,
5qm8PH4xAss,50 Cent - In Da Club (Int'l Version) [Official Video],2009-06-16T23:36:21Z,949823311,4449236,188236,169617
,,,,,,
Dvpd9_5vuks,Ozuna - Síguelo Bailando (Video Oficial),2017-11-09T01:14:00Z,946604391,3203095,226291,131190
,,,,,,
LDZX4ooRsWs,Nicki Minaj - Anaconda,2014-08-20T03:59:00Z,945613754,5069068,1665911,566641
,,,,,,
YVkUvmDQ3HY,Eminem - Without Me (Official Video),2009-06-16T23:00:29Z,947540919,5640515,178895,221336
,,,,,,
hjWf8A0YNSE,Guru Randhawa: High Rated Gabru Official Song | DirectorGifty | T-Series,2017-07-04T04:33:11Z,945501963,4062895,429009,222208
,,,,,,
Xk0wdDTTPA0,Maluma - Borro Cassette (Official Video),2015-08-28T07:00:00Z,938785417,2466594,160703,107336
,,,,,,
pgN-vvVVxMA,XXXTENTACION - SAD!,2018-03-02T05:05:53Z,939943540,9510238,195211,1108666
,,,,,,
k0BWlvnBmIE,Katy Perry - Wide Awake (Official Video),2012-06-18T23:53:07Z,931653970,3527281,190320,230425
,,,,,,
2S24-y0Ij3Y,BLACKPINK - 'Kill This Love' M/V,2019-04-04T14:58:45Z,944489977,14573018,918007,1853669
,,,,,,
DyDfgMOUjCI,Billie Eilish - bad guy,2019-03-29T16:00:04Z,932935192,13947629,927604,674491
,,,,,,
OXq-JP8w5H4,"Maluma - Cuatro Babys (Official Video) ft. Trap Capos, Noriel, Bryant Myers, Juhn",2016-10-14T07:00:01Z,925107022,3221744,729549,319416
,,,,,,
fyaI4-5849w,"DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller",2017-06-16T10:00:04Z,927189266,4701498,312428,140479
,,,,,,
Ys7-6_t7OEQ,Justin Bieber - Beauty And A Beat ft. Nicki Minaj (Official Music Video),2012-10-12T15:55:06Z,923695226,5037750,852919,561113
,,,,,,
ffxKSjUwKdU,Ariana Grande - no tears left to cry (Official Video),2018-04-20T04:00:03Z,923775264,6545827,308349,371039
,,,,,,
hcm55lU9knw,Michel Teló - Ai Se Eu Te Pego -  Video Oficial (Assim você me mata),2011-07-25T14:46:59Z,923005616,3080130,204957,291218
,,,,,,
w7w59Zp8bEM,Osito Gominola - Full Spanish Version - The Gummy Bear Song,2007-10-16T16:08:19Z,929338265,2438748,1182874,37510
,,,,,,
6QG4n3-rKTs,"20 Surprise Eggs, Kinder Surprise Cars 2 Thomas Spongebob Disney Pixar",2013-06-28T01:44:59Z,921954764,561363,388027,28019
,,,,,,
zDo0H8Fm7d0,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video],2017-10-23T13:50:02Z,922872451,3978506,234332,92941
,,,,,,
YXnjy5YlDwk,Marc Anthony - Vivir Mi Vida (Official Video),2013-09-10T07:00:08Z,922290473,2143264,178624,67152
,,,,,,
Km4BayZykwE,J Balvin - Si Tu Novio Te Deja Sola ft. Bad Bunny (Official Video),2017-03-04T00:00:01Z,919357310,3009562,248735,111017
,,,,,,
tg00YEETFzg,Rihanna - We Found Love ft. Calvin Harris,2011-10-20T04:00:00Z,918793855,3298866,168248,196748
,,,,,,
V1bFr2SWP1I,"OFFICIAL Somewhere over the Rainbow - Israel ""IZ"" Kamakawiwoʻole",2010-04-12T19:03:28Z,922018537,5927765,236644,307079
,,,,,,
JyqD_zfXfi8,"Reik - Me Niego ft. Ozuna, Wisin",2018-02-16T04:00:01Z,916612985,2953671,228794,86252
,,,,,,
bwmSjveL3Lc,BLACKPINK - '붐바야'(BOOMBAYAH) M/V,2016-08-08T11:17:04Z,922897718,8576924,417496,630743
,,,,,,
BQ0mxQXmLsk,Camila Cabello - Havana (Official Music VIdeo) ft. Young Thug,2017-10-24T13:00:01Z,912034309,9066839,447672,460667
,,,,,,
_Yhyp-_hX2s,Eminem - Lose Yourself [HD],2015-08-07T01:12:12Z,913464828,5302493,163964,189755
,,,,,,
ekzHIouo8Q4,Bruno Mars - When I Was Your Man (Official Video),2013-02-05T20:01:34Z,910407367,4327500,122917,159941
,,,,,,
oC-GflRB0y4,David Guetta & Showtek - Bad ft.Vassy (Lyrics Video),2014-04-10T13:00:38Z,906535178,3744273,170958,95046
,,,,,,
x6Q7c9RyMzk,"Maari 2 - Rowdy Baby (Video Song) | Dhanush, Sai Pallavi | Yuvan Shankar Raja | Balaji Mohan",2019-01-02T12:31:14Z,913887508,3527229,578269,178512
,,,,,,
PEGccV-NOm8,Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO],2017-06-24T23:41:47Z,906279273,6516188,611938,385317
,,,,,,
dT2owtxkU8k,Shawn Mendes - There's Nothing Holdin' Me Back,2017-06-21T04:00:01Z,905114409,6237816,152881,185386
,,,,,,
V_MXGdSBbAI,"6ix9ine, Nicki Minaj, Murda Beatz - “FEFE” (Official Music Video)",2018-07-22T19:23:55Z,902776167,7588608,917815,492723
,,,,,,
BBAyRBTfsOU,"Vaaste Song: Dhvani Bhanushali, Tanishk Bagchi | Nikhil D | Bhushan Kumar | Radhika Rao, Vinay Sapru",2019-04-06T11:56:37Z,910456291,7218052,541781,227587
,,,,,,
JF8BRvqGCNs,Rihanna - Stay ft. Mikky Ekko,2013-02-12T12:55:10Z,898972865,3612508,172333,152896
,,,,,,
8iPcqtHoR3U,Romeo Santos - Eres Mía,2014-07-16T22:00:04Z,897655775,2317462,174170,58378
,,,,,,
LrUvu1mlWco,Miley Cyrus - We Can't Stop (Official Video),2013-06-19T15:47:00Z,895134856,3954017,1372116,861284
,,,,,,
_dK2tDK9grQ,Ed Sheeran - Shape Of You [Official Lyric Video],2017-01-06T04:59:03Z,892667183,4782104,233031,162693
,,,,,,
lKDGxAHZt0E,"Alex Rose - Toda (Remix) Ft. Cazzu, Lenny Tavarez, Lyanno & Rauw Alejandro (Video Oficial)",2018-06-01T03:51:55Z,898203000,2957989,185414,68072
,,,,,,
JWESLtAKKlU,"J Balvin - Safari ft. Pharrell Williams, BIA, Sky (Official Video)",2016-09-02T07:00:00Z,892479361,2981861,166278,87459
,,,,,,
bo_efYhYU2A,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",2018-09-27T16:30:01Z,896750394,5470130,174601,153626
,,,,,,
6DRkf3kZMXw,Ozuna - El Farsante (Audio Oficial) | Odisea,2017-07-03T19:07:56Z,890617306,3460756,223097,174312
,,,,,,
0yr75-gxVtM,Chino & Nacho - Me Voy Enamorando ft. Farruko (Remix) (Official Music Video),2015-05-07T07:00:00Z,891927565,2422852,143754,77349
,,,,,,
euCqAq6BRa4,DJ Snake - Let Me Love You ft. Justin Bieber (Official Video),2016-11-29T18:00:02Z,890905243,6056258,221274,160920
,,,,,,
lf_wVfwpfp8,Ariana Grande - Focus,2015-10-30T04:01:00Z,889787389,5103336,439735,411488
,,,,,,
